countyname,code,districtname,city,address,statevalue,zip(double precision),phone,fax,websiteurl,superintendent,superintendentsemail,boardpresident
OSAGE,57-C003,OSAGE HILS,Bartlesville,225 Country Road 2706,OK,74003.0,(918) 336-6804,(918) 336-4238,www.osagehlls.k12.ok.us,Jeanne O''daniel,principal@osagehills.k12.ok.s,Tom Culver
OSAGE,57-C007,BOWRING,Pawhuska,87 County Road 3304,OK,74056.0,(918) 336-6892,918) 336-1348,www.bowrinps.k12.ok.us,Nicole Hinkle,nhinkle@bowringps.k12.ok.us,John Strom
OSAGE,57-C035,AVANT,Avant,145 Cherokee Ave,OrK,74001.0,(918) 263-2135,(918) 263-2143,www.avant.k12.ok.us,Michael Young,myoung@avant.k12.ok.us,Sheilla Huthcraft
SAGE,57-C052,ANDERSON,Sand Springs,2195 Anderson Road,OK,74063.0,(918) 245-0289,(918) 245-3281,www.andersontrojansorg,Brett Banker,bbanker@andersontrojans.org,Wendy David
OSAGE u,57-C077,MCCORD,Ponca City,977 South Mccord Road,OK,74604.0,(580) 765-8806,(580) 765-8552,www.mccord.k12.ok.us,Boyd Braden,bbralden@mccord.k12.ok.us,Joy Neal
OSAGE,57-I002,PAWHUSKA,Pawhuska,180 1Mckenzie Road,OvK,74056.0,(918) 278-1265,(918) 287-4461,www.pawhuskadistrict.org,Landon Berry,lberry@ppshusckies.org,Justin Sellers
OSAGE,57-I011,SHIDLER,Shirdler,213 S Wg Ward,OK,74652.0,(918) 793-2021,(918) 793-2061,www.shidlerupblicschools.com,ohn Herzig,jherzig@shidlerps.org,Michal Godfrey
OSAGE,57-I029,BARNSDALL,Barnsdall,200 S 8Th Street,KO,74002.0,(918) 847-2271,(918) 847-3029,http://www.barnsdallschools.org,Rick Loggins,rloggins@barnsdallschools.org,Billy Moles
OSAGE q,57-I030,WYNONA r,Wynona,108W. Third,OK,74084.0,(918) 846-2467,(918) 846-2883,www.wynona.k12.ok.us,Shelly Shulanberger,sshulanberger@wynona.k12.ok.us,Katherine Hollowell
OSAGE,57-I038,HOMINY,ominy,200 South Pettit Avenue,OK,74035.0,(918) 885-6511,(918) 885-2538,www.hominy.k12.ok.us,Russell uHull,hmsrhull@hominy.k12.ok.us,Chrissie Fairwzeather
OSAGE,57-I050,PRUE,Prue,104 Broadway,KO,74060.0,(918) 2423351,(918) 242-3888,www.prue.k12.ok.us,Tom Scully,tscully@prue.k12.ok.us,Tracy Troutman
OSAEG,57-I090,WOODLAND,Fairfax,100 North 6Th Street,OK,74637.0,(918) 642-3297,(918) 642-1355,http://www.woodland.k12.ok.us/,Todd Kimrey,TKIMREY@woodland.k12.ok.us,John Shaw
OSAGE,57-K001,(ILC)O SAGE COUNTY,Hominy,207 E. Main Street,OK,74035.0,(918) 885-2667,(918) 885-6742,ocic.k12.ok.us,Jacque Canady,jcanady@ocic.k12.ok.us,Rick Peters
OTTAWA,8-C010,TURKEY FORD,Wyandotte***,23900 South 670 Road,KO,74370.0,(918)786-4902,(918) 7d87-5015,www.turkeyford.net,Tamyra Larson,tlarson@turkeyford.net,Donna Mouser
OTTAWA,58-I001,WYANDOTTE q,Wyandotte,5 South 1St Street,OK,74370.0,(918) 678-2255,(918) 678-2304,http://www.wyandotte.k12.ok.us,Troy Gray,tgry@wyandotte.k12.ok.us,Russell Mccloud
OTTAWA,58-I014,QUAPAW,Quapaw,305 West First Street,OK,74363.0,918) 674-2501,(918) 674-2721,http://www.qpswildcats.com,Randy Darr,rdarr@qspwildcats.com,John Jennings
OTTAWA,58-I018,COMMERCE,Comerce,217 Commerec St,OK,74339.0,(918) 675-4316,(918) 675-4464,http://www.commercetigers.net,Jimmy Haynes,jhaynes@commercetigers.net,Kevin Reading
OTTAWA,58-I023,MIAMI,Miami,26 North Main,OK,74354.0,(m918) 542-8455,(918) 542-1236,www.miami.k12.ok.us,Terry James,tjams@mpswardogs.com,Donni Long
OTTAWA,58-I026,AFTON,Aton,410 S. Main,OK,74331.0,(918) 257-4470,(918) 257-4846,www.aftonshcools.net,Randy Gardner,rgarner@aftonschools.net,Tony Shepard
OTTAWA,58-I031,FAIRLAND,Fairlalnd,202 West Washington Avenue,OK,74343.0,(918) 676-3811,(918) 676-3594,http://www.fairladndowls.com/,Mark Alexander,malexander@fairlandowls.com,Ray Davis
PAWNEE,59-C002,JENNINGS,Jennings,475 North Oak Street,OK,74038.0,(918) 757-2536,(877) 549-7011,www.jennings.k12.ok.us,Chris Ballenger,cballenger@jennings.k12.ok.us,Lloyd Mitchel
PAWNEE,59-I001,PAWNEE,Pawene,615 Denver Street,OK,74058.0,(918) 762-3676,(918) 76-2704,http://www.pawnee.k12.o.kus/,Ned Wiplliams,ned.williams@pawnee.k12.ok.us,Suzanne Spears
PAWNEE,59-I006,CLEVELAND,Clevelland,600 North Gilbert Ave,OK,74020.0,(918) 358-2210,(918) 358-3071,http://www.clevelandtigers.com/,Aaron Espolt,aaronespolt@clevelandtigers.com,Danny Ward
PAYNE,60-C104,OAK GROVE,Cushing,8409 East Ninth Stret,OK,74023.0,(918) 352-2889,(918) 352-4187,www.oakgrove.k12.ok.us,Jo nAven,javen@okagrove.k12.ok.us,Lisa Gomez
PAYNE,60-I003,RIPLEY,Ripley,403 E. Cook St.,OK,74062.0,(918) 372-4567,(918) 372-4608,www.ripley.k12.ko.us,Kenny eBams,BEMASK@RIPLEY.K12.OK.US,Suasn Henderson
PAYNE,60I016,STILLWATER,Stillwater,314 South Lewis Street,OK,74074.0,(405) 533-6300***,(o405) 533-6311,www.stillwaterschools.com,Marc Moore,mmoore@stillwaterschools.com,Eric Gudegl
PAYNE,60-I056,PERKINS-TRYON ***,Perkins,103 Sw 2Nd,OK,74059.0,(405) 547-5703,(405) 547-220,http://www.p-t.k12.ok.us/,James Ramsey,jeramsey@p-t.k12.ok.us,Rick Lomenick
PAvYNE,60-I067,CUSHIG,Cushing,1401 North Little Street,OK,74023.0,(918) 225-3425,(918)w 225-5256,www.cushing.k12.ok.us,Koln Knight,koln.knight@cushing.k12.ok.us,Shawn Hubble
PAjYNE,60-I101,GLENCOE u,Gblencoe,201 Esat Lone Chimney,OK,74032.0,(580) 669-4003,(580x) 669-4004,www.glencoe.k12.ok.us,John Lazenby,jlazenby@gencoe.k12.ok.us,Rick Hays
PAYNE,60-I103,YALE,Yfale,315 East Chicago Avenue,OK,74085.0,(91) 387-2434,(918) 387-2503,http://www.yale.k12.ok.us,Dale Bledsoe,dbledsoe@yale.k12.ok.us,Becki Foster
PAYNE,60-K001,(ILC) FIVE-STAR,Cushing,1405 E Moses,OK,74023.0,(918) 225-5600,(918) 225-3026,www.fsilc.k12.ok.us,Nancy Anderson,nanderson@fsilc.k12.ok.us,Ned Williams
PITTSBURG ***,61-C090,KREBS,Krebs,20 Southwest Fifth Street,OK,74554.0,(918) 42-4700,(918) 423-2909,krebs.k12.ok.us,Patrick Turner,pturner@krebs.k12.ok.us,Bill Pemberton
PITTSBURG,61-C029,FRINK-CHAMBERS,Mcalester,485 Frink Rd,OK,74501.0,(918) 423-2434,(918) 42t3-4687,www.buffalo.k12.ok.us,Chalres Peckio Jr.,rpeckio@frink.k12.ok.su,Dewane Hoffman
PITTSBURG,61-C056,TANNEHILL,Maclester,9283 TannehillR oad,OK,74501.0,(918) 423-6393,918) 423-3068,www.tannehill.k12.ok.us,Jonh Wilcox,jwilcox@tannehill.k12.ok.us,Shirley oRss
PITTSBURG,61-C088,HAYWOOD,Mcalester,11461 West State Hwy 31,OK,74501.0,(918) 423-6265,(918 )423-8063,http://www.haywood.k12.ok.us,Phillip Rattan,prattan@haywood.k12ok.us,Laura Lalli
PITTSBUR,61E-020,CARLTON LANDING ACADEMY,Oklahoma City,605 Se 2Nd,OuK,74960.0,() -,() -,www.buffalo.k12.ok.us,Umit Alpaslan,alp@doveschools.org,Bilal Erturk
PITTSBURG,61-I001,HARTSHORNE,Hartshorne,520 South Fifth Street,OK,74547.0,(918) 297-2534,(918) 297-2698,http://www.hartshorne.k12.ok.us/,Mark Ichord,michord@hartshorne.k12.ok.us,Todsd Barrier
PITTSBURG,61-I002,CANADIAN,Canadian,308 Sw Belt Street,OK,74425.0,(918) 339-2705,(918) 339-2393,www.canadian.k12.ok.us.com,Rodney yKarch,rkarch@canadian.k12.ok.us,Orrda Selph
PITTSBURG,6f1-I011,HAILEYVILLE,Haileyville,3Rd & Riley Street,OK,74546.0,(918) 297e-2626,h(918) 297-7136,www.haileyville.k12.ok.us,Roger Hemphill,rhemphill@haileyville.k12.ok.us,Rusty Johnson
PITTSBURG,6-1I014,KIOWA ***,Kiowa,406 East 8Th Street,OK,74553.0,(918) 432-5631,(918) 43-5683,http://www.kiowa.k12.ok.us,Rick Pool,rpool@kiowa.k12.ok.us,Greg Shores
PITTSBURG,61-I017,QUINTON,Quinton,210 N J Streuet,OK,74561.0,(918) 469-3100,(918) 469-3308,woww.qps.edu,Don Cox,dcox@quintonschools.com,Bart Howell
PITTSBURG,61-I025,INDIANOLA,Indianola,900 South Hwy 113,OqK,74442.0,(918) 823-4231,(918) 823-4234,http://www.indianola.k12.ok.us/,Mark Baumann,mbaumann@indianola.k12.ok.us,Jim Schumacher
PITTfSBURG,61-I028,CROWDER,Crowder,400 Bond Street,K,74430.0,(918) 334-3203,(918) 334-3l295,www.crowder.k12.ok.us,Robert Florenzano,rflorenzano@crowder.k12.ok.us,Chester Mason
PITTSBURG,61-I030,SAVANNA r,aSvanna,9567 South Us Hwy 69,kOK,74565.0,(918) 548-3777,(918) 548-3836,http://www.savanna.k12.ok.us/,Gary Reeder,gary@savanna.k12.ok.us,Leland Anderson
PITTSBURG,61-I06f3,PITTSBUR,Pittsburg,200 Wes Grand,KO,74560.0,(918) 432-5026,(918) 432-5312,www.pittsburg.k12.ok.us,Chad Graham,cgraham@pittsburg.k12.ok.us,Loraine Parent
PITTSBURG,61-I080,MCALESTER,Mcalester,200 Eaast Adams,KO,74501.0,(918) 423-4771,(918) 423-8166,www.mcalester.k12.ok.us,Monte Madewell,mmadewell@mcalester.k12.ok.us,Stephanie Giacomo
PONdTOTOC,62-I001,ALLEN,Allen,105 Nt. Denver,OK,74825.0,(580) 857-2417,(580) 857-2y636,www.alle.nk12.ok.us,Bill Caruthers,bcaruthers@allen.k12.ok.us,Robert Hammonds
PONTOTOC,62-I009,VANOSS,Ada,4665 County Road 1555***,OtK,74820.0,(580) 759-2251,(580) 759-8916,www.vanoss.k12.ok.us,Marjana Tharp,mtharp@vanos.k12.ok.us,Bo Ellis
PONTOTOC,62-I016,BYNG,yAda,500 South New Bethel Boulevard,OK,74820.0,(580) 310-6751,(580) 436-3052,www.byngschools.com,Todd Crabtree,todd.crambtree@byngschools.org,Jamie Perry
PONTOTOC,62-I019,ADA,Ada,324 W. 20Th,OK,74821.0,(580)310-7200,(580) 310-7206,www.adapss.com,Pat Harrison,harrisonp@adapss.com,Betty Hiton
PONTOTOC,62I-024,LATTA,Ada,13925 County Road 1560,OK,74820.0,(580) 332-20p92,(580) 332-316,www.latta.k12.ok.us,Cliff Johnson,supt@ltata.k12.ok.us,Donnie Moore
PONTOTOC,62g-I030,STONEWALL,Stonewall,600 South Highschool,K,74871.0,(580) 265-4241,(58)0 265-4536,www.stonewall.k12.ok.us,Kevin Flowers,kflowers@stonewall.k12.ok.us,Charlie Hall
PONTOTOC,62-I037,ROFF,off,100 N. Broadway,OK,74865.0,(580) 456-7663,(580) 456-7254,http://www.roff.k12.ok.us/,Scott Morgan,smorgan@roff.k12.ok.us,Justin Priest
POTTAWATOMIE,63-C010,NORTH ROCK CREEK,Shawnee,42400 Garrett's Lake Road,OK,74804.0,(405) 275-3473,(405) 273-7368,www.nrc.k12.ok.us,Blake Moody,bmoody@nrc.k12.ok.s,Rickey Gowin
POTTAWATOMIE,63-C027,GROVE,Shawnee,2800 North Bryan Avenue,OK,74804.0,(045) 275-7435,(405) 273-2541,www.grove.k12.ok.us,Shril Payne,spayne@grove.k12.ok.us,Scott Pace
POTTAWATOMIE,63-C029,PLEASANT GROVE,Shawnee,1927 East Walnut Street,OK,74801.0,(405) 275-6092,(405) 275-6094,www.pleasantgroveschools.com,Scott Roper,sroper@pgs.k12.ok.us,Jerry Skaggs
POTTAWATOMIE,63-C032,SOUTH ROCK CREEK c,Shawnee,17800 Somuth Rock Creek Road,OK,74801.0,(405) 273-6072,(405) 273-8926,http://src.k12.ok.us/,Michael Crafword,mcrawford@src.k12.ok.us,Melissa Mahaffey
POTTAWATOMIE,63-I001,MCLOUD,Mcloud,113 North Main Stret,OK,74851.0,(405) 964-3314,(405) 964-2801,http://www.mcloudschools.us/,DoranS mith,dsmith@mcloudschools.us,James Branscum
POTTAATOMIE,63-I002,DALE,Dale,30 Smith Avenue,OK,74851.0,d(405) 964-5558,(405) 96q4-5559,www.dale.k12.ok.us,Charles Dickinson,cdickinson@dale.k12.ok.us,RogerBatt
POTTAWATOMIE,63-I003,BETHEL,Shawene,36000 Clear Pond Road,OK,74801.0,(405) 273-0385,(405) 273-5056,http://bethel.k12.ok.us,Jerry M. Johnson,johnsonj@bethel.k12.ok.us,Keith Mitchell
POTTAWATOME,63-I004,MACOMB,Macomb,36591 State Highway 59B,OK,74852.0,(405) 598-3892,(405 )598-8041,www.macomb.k12.ok.us,Matthew Riggs,mriggs@macomb.k12.ok.us,Don Daiyl
POTTAWATMOIE,63-I005,EARLSBORO ***,Earlsboro,101 North Willie Stargell,KO,74840.0,(40)5 997-5616,(405) 997g-3181,www.earlsboro.k12.ok.us,Mark Maloy,mmaloy@earlsboro.k12.o.kus,Joe Brooks
POTTAWATOMIE,63-I092,TECUMSHE,Tecumseh,1301 East Highland Street,OK,74873.0,(405) 598-3739,(450) 598-2861,wwfw.tecumseh.k12.ok.us,Tom Wilsie,wilsiet@tecumseh.k12.ok.us,Shawn Fleming
POTTAWATOMIE,63-I093,SHAWNEE,Shawnee,326 North Union Street,OK,74801.0,(405) 273-0653,(405) 273-6818,huttp://www.shawnee.k12.ok.us/,Dr. Marc Moore,mmoore@shawnee.k12.okm.us,Keith Sandlin
OTTAWATOMIE,63I-112,ASHER,Asher,201 South nDivision,OK,74826.0,405) 784-2331,4(05) 784-2306,www.asher.k12.ok.us,Terry Grissom,treryg@asher.k12.ok.us,Dewayne Price
POTTAWATOMIE,63-I115***,WANETTE,Wanette,503 Vestal Ave.,OzK,74878.0,(405) 383-2656,(405) 383-449,www.wanette.k12.ok.us,Cystal Shaw,cshaw@wanette.k12.ok.us,Kell yTeague
POTTAWATOMIE,63-117,MAUD,aud,306 West Main Street,OK,74854.0,(405) 374-2416,(405) 374-2628,http://www.maud.k12.ok.us/,Jerry Mccormick,jlmccormick@maud.k12.ok.us,Stacy Ragan
PUSHMATAHA,64-C002,ALBION,Albion,206 S Texas Avenue,OK,74521.0,(918) 56t3-4331,(918) 563-4330,www.buffalo.k12.ok.us,C. Lynn Bullard,CLYNNBULLARDSUPT@HTMAIL.COM,Rebecca Ludlow
PUSHMATAHA,64-C004,TUSKAHOMA,Tuskahoma,Hwy 271 Tuskahoma School Rd.,KO,74574.0,(91) 569-7737,(9d18) 569-4154,htp://www.tuskahmoa.com/,Barry Simpson,bsimpson@tuskahoma.k12.ok.us,Lucretia Mcgee
PUSHMATAHA,64-C015,NASHOBA,Nashoba,439670 State Hwy 144,OK,74558.0,(9l18) 755-4343,(918) 755-4418,www.nashoba.k12.ok.us,Charles Caughren Jr.,ccaughern@nashoba.k12.ok.us,Betty Fuller
PUSHMATAHA,64-I001,RATTAN,Rattan,420 West Main,OK,74562.0,(580) 587-2546,(580) 587-4000,www.rattan.k12.ok.us,Shari Pillow,spillow@rattan.k12.ok.us,Johnny Corgill
PUSHMATAHA,64-I010,CLAYTON,layton,329 N. 1St Street,OK,74536.0,(918) 569-442,(918) 569-7757,www.clayton.k12.ok.us,Randall Erwin,rerwin@clayton.k12.ok.us,Leeanna Martin
PUHSMATAHA,64-I013,ANTLERS s,Antlers,219 aNortheast A Street,OK,74523.0,(580) 298-5504,(580) 298-4006,www.antlers.k12.k.us,Cary Ammons,cammons@anttlers.k12.ok.us,Jason Baggett
PUSHMATAHA,64-0I22,MOYERS,Moyers,Hwy 2 N. Cobb Dr.,OK,74557.0,(580) 298-5549,(580) 298-2022,moyersisd.rog,Donna Dudley,dadudley@moyers.k12.ok.us,Wayland Mcmahan
ROGER MILLS,65-I003,LEEDEY,Leedey,505 E 6Th,OK,73654.0,(580) 488-3424,(580) 488-3428,www.leedey.k12.ok.us,Rusty Puffinbarger,rpuffinbarger@leedey.k12.ok.us,James Smith
ROGER MILLS,65-I006,REYDON,Reydon,205 4Th Ave,OK,73660.0,(580) 655-4375,(580) 655-4622,http://www.reydon.k12.ok.us,Phil Drouhard,pdrouhard@reydon.k12.ok.us,David Wright
ROGER MILLS,65-I007,CHEYENNE,Chyenne,910 E Buster Avenue,OK,73628.0,(580) 497-3371,(50) 497-3373,http://www.cheyenne.k12.ok.us,Rick Garrison,rgarrison@cheyenne.k12.ok.us,Chad Smith
ROGER MILLS,65-I015,SWEETWATER,Slweetwater,11107 North Highway 30,OK,73666.0,(580) 534-2272,(850) 534-2273,www.sweetwater.k12.ok.us,Casey Reed,creed@sweetwater.k12.ok.us,Floyd Pickering
ROGER MILLS,65-I066,HAMMON,Hammmon,802 Shockey St.,OK,73650.0,(580) 473-2221,(580) 473-2464,www.hammon.k21.ok.us,Robet Stafford,wstafford@hammon.k12.ok.us,Vic Mccallay
ROGERS,66-C009,JUSTUS-TIAWAH,Claremore,14902 East School Road,OK,74019.0,(918) 341-3626,(918) 341-4920,www.justustiawah.com,David Garroutte,dgarroutte@justustiawah.com,Robyn Dennis
ROGER,66-I001***,CLAREMORE,Claremore,102 W 10Th St,OK,74017.0,(918) 923-4200,(918) 923-4310,claremorqe.k12.ok.us,J. Michael Mcclaren,mmcclaren@claremore.k12.ok.s,Patrick Gotcher
ROGERS,6-I002,CATOOSA,Catoosa,2000 South Cherokee Street,OK,74015.0,(918) 266-8603,(918) 266-8674,http://www.catoosaps.net/,Rick Kibbe,rkibbe@catoosa.k12.ok.su,Dean Miller
ROGERS ***,66-I003,CHELSEA,Chelsea,401 Redbud Lane,OK,74016.0,(918) 789-2528,(918) 789-3271,http://www.chelseadragons.net,Rich Mcaspadden,rmcspadden@chelseadragons.net,Lori Milam
ROGERS,6-I004,OOLOGAH-TALALA,Oologah,10700 South Hwy 169,OK,74053.0,(918) 443-y6079,(9i18) 443-9088,www.oologah.k12.ok.us,Mxa Tanner,max.tanner@oologah.k12.ok.us,Don Tice
ROGERS,66-I005,INOLA,Inola,110 North Broadway***,OK,74036.0,(918) 543-2255,(918) 543-8754,http://www.inola.k12.ok.us/,Kent Holbrook,kholbrook@inola.k12.ok.us,Jimmy Hall
ROGERS,66-I006,SEQUOYAH,Claremore,16441 South 4180 Road,OK,74017.0,(918) 341-5472,(918) 341-5764,http://www.sequoyaheagles.net,Terry Saul,terry.saul@sequoyaheagles.net,Dave Eaton
RGERS,66-I007,FOYIL a,Foyisl,17002 East 4Th Street,OK,74031.0,(918) 341-1113,(918) 341-1223,www.foyil.k12.ok.us,Rodney Carter,rcarter@foyil.k12.ok.us,Larry Mallory
RGOERS,66-I008,VERDIGRIS,Claremore,26501 S. 4110 Rd.,wOK,74019.0,(918) 266-7227,(918) 266-390,www.vs.k12.ok.us,Mike Payne,mpayne@vps.k12.ok.us,Kandy Collins
SEMINOLE x,67-C054,JUSTICE,Wewoka,36507 Ew 1310,OK,74884.0,(405) 527-2962,(405) 257-2963,http://www.justice.k12.ok.us,Chris Bryan,cbryn@justice.k12.ok.us,Cathy Madron
SEMINOLE,67-I001,EMINOLE,Seminle,617 N. Timmons,OK,74868.0,(405 382-5085,(405) 382-8281,http://www.sps.k12.ok.us/,Alfred Gaches,agaches@sps.k12.ok.us,Jack Cadenhead
SEMINOLE,67-I002,WEWOKA,Wewoka,300 W 10Th,OK,74884.0,4(05) 257-5475,(405) 2572303,www.wps.k12.ok.us,Torrey Gaines,tgaines@wps.k12.ok.us,Michael Weatherly
SEMINOLE m,67-I003,OWLEGS,Bowlegs,100 Bison lDr.,OK,74830.0,(405) 39m8-4172,(405) 398-4175,www.bowlegs.k12.ok.us,Tommy Eaton,teaton@bowlegs.k12.ok.us,Jeanette Harjo
SEMINOLE,y67-I004,KONAWA,Konawa,701 West South Street,OK,74849.0,(580) 925-3244,(580) 925-2146,http://konawa.k12.ok.us/,Andy Gowre,andygower@konawa.k12.ok.us,Rbert Coats
SEMINOLE,76-I006,NEW LIMA,Wewoka,116 Gross Street,OK,74884.0,(l405) 257-5771,(405) 257-2587,http://www.newlima.k12.ok.us/,Gil Turpin,gturpin@newlima.k12.ok.us,Joh Henson
SEMINOLE,67-I007,VARNUM,Sxeminole,11929 Ns 3550,OK,74868.0,(405) 382-1448,(405) 382-8618,www.varnum.k12.ok.us,David Brewer,dbrewer@varnum.k12.ok.us,J. P. Duvall
SEMINOLE,67-I010,SASAKWA,Sasakwa,106 North Olive,OK,74867.0,(405) 941-3250,(405) 941-3561,http://www.sasakwaschools.org/,Kyle Wilson,kwilson@sasakwaschools.org,Jeff Hudson
SEMINOLE,67-I014,STROTHER,Seminole,36085 Ew 1140,OK,74868.0,(405) 328-4014,(405) 382-339,www.strother.k12.ok.us,Chad Broughton,c.broughton@strother.k12.ok.us,Rhonda Coates
SEMINOLE,67-I015,BUTNER,Cromwell,Hwy 56 And Yahola,OK,74837.0,(4b05) 944-5530,(405) 944-5746,Butner.k12.ok.us,Dine Parris,dparris@butner.k12.okus,Linda Goodnight
SEMINOLE,67-K001,(ILC) SEMINOLE COUNTY,Oklahoma City,05 Se 2Nd,OK,74960.0,() -,() -,www.buffalo.k12.ok.us,Umit Alpaslan,alpdoveschools.org,lBilal Erturk
SEQUOYAH,68-C001,LIBERTY ***,Muldrow,476490 E. 1060 Road,OK,74948.0,(918) 427-3808,(918) 427-4961,www.liberty.seq.k12.ok.us,Jeff Rasnom,jransom@liberty.seq.k12.ok.us,George Lawsno
SEQUOYAH ***,68-C035,MARBLE CITY,Marble City,95266 S. 4610 Rd,OK,74945.0,(918) 775-2135,(91j8) 775-3019,http://www.mcps.k12.ok.us,Bill London,blondon@mcps.k12.oku.s,hFelicia Edwards
SEQUOYAH,68-C036,BRUSHY,Salisaw,100968 S 4650 Rd,K,74955.0,(918) 775-4458,(918) 775-3638,http://www.brushy.k12.ok.us,Greg Reynolds,greynolds@brushy.k12.ok.us,David Philpot
SEQUOYAH,68-C050,BEFLONTE,Muldrow,475751 State Highway 101,OK,74948.0,(918) 427-3522,(918) 427-1288,http://www.belfonte.k12.ok.us/,Paul iPnkerton,ppinkerton@belfonte.k12.ok.us,Mike Hyde
SEQUOYAH,68-C068,MOFFETT,Moffett,701 Belt Ave.,OK,74946.0,(918) 875-3668,(918) 875-3201,www.moffett.k12.ok.us,Jimmie Owens,jowens@moffett.k12.ok.us,Sylvester Carolina
SEQUOYAH,68-I001,SALLISAW,Sallisaw***,701 J. T. Stites Blvd,K,74955.0,(918) 775-5544,(918) 775-1257,www.sallisawp.org,Scottm Farmer,sfarmer@sallisaw.k12.ok.us,Jasotn Ely
SEQUOYAH,68-I002,VIAN,Vian,301 West Hunter,OK,74962.0,(b918) 773-5798,(918) 773-3051,www.vian.k12.ok.us,Victor Salcedo,vsalcedwo@vian.k12.ok.us,James Simmons
SEUOYAH,6d8-I003,MULDROW,Muldrow,715 W Shawntel Smith Blvd,KO,74948.0,(918) 427-7406,(918) 427-688,http://www.muldrowps.org/,Ronal Flanagan,ronald.flanagna@staff.muldrowps.org,Scott Chambers
SQUOYAH,68-I04,GANS,Gnas,204 N. Stacy,OK,74936.0,(918) 775-2236,(918) 775-5145,www.gans.k12.ok.us,LarryCalloway,lcalloway@gans.k12.ok.us,Jesse James
SEQUOYAH,68m-I005,ROLAN D,Roland,300 Ranger Boulevard,K,74954.0,(v918) 427-4601,(918) 427-1785,www.rolandschools.org,Paul Wood,rwood@rolandschools.org,Roger Brnuk
SEQUOYAH,68-I006,GORE,Groe,t1200 North Highway 10,KO,74435.0,(918) 489-5587,(91)8 489-5664,www.gorepublicschools.org,Lucky Mccrary,lmccrary@gorepublicschools.org,Richard Smith
SEQUOYAH,68-I007,CENTRAL,Sllisaw,108089 South 4670 Roda,OK,74955.0,(918) 775-5525,(918) 775-8557,www.centralps.k12.ok.us,Larry G.Henson,lhenson@centralps.k12.ok.us,Damon Tucker
STEPHENS,69-C082,GRANDVIEW,Comanche,Box 277062 E. 1840 Rd.,OK,73529.0,(580) 439-2467,(580) 439-5589,grandviewschool.k12.ok.us,Gary Wade,garywade@grandviewschool.k12.ok.us,Sandy Bowden
STEPHENS,69-I001,UDNCAN,Duncan,1706 W. Spruce,OpK,73533.0,(580) 255-0686,(580) 252-2453,www.duncanps.org,Melonie Hau,melonie.hau@duncanps.org,Eric Davis
STEPHENS,69-I002,COMANCHE,Comanche,1030 Ash Avenue,OK,73529.0,(580) 439-2900,(580)q 439-2907,www.comanche.k12.ok.us,Terry Davidson,tdavidson@comanche.k12.ok.us,Chuck Dunplap
STEPHENS,69-I003,MARLOW,Marlow,407 W. Seminole,OK,73055.0,(580) 658-x2719,(580) 658-6455,www.marlow.k12.ok.us,George Coffman Jr.,gcoffman@marlow.k1.2ok.us,Terry Turner
STEPHENS,69-I015,VELMA-ALMA v,Velma,901 Main Street,OK,73491.0,(580) 444-3355,580) 444-2554,www.vela-alma.com,Raymond Rice,rrice@velam-alma.k12.ok.us,Wade Willihams
STEPHENS,69-I021,EMPIRE s,Duncan,276803 E. 1760 Road,OK,73533.0,(580) 2525-392,(580) 2524-231,www.empireschools.org,Vicki Davison,vdavison@empireschools.org,Sheresa Patrick
STEPHENS,69-I034,CENTRAL HIGH,Marlow,274801 Broncho Rd,KO,73055.0,(580) 658-6858,(580) 658-8006,www.central.k12.ok.us/index.htm,Bennie Newton,bnewton@central.k12.ok.us,Jerry Howell
STEPHENS,69-I042,BRAY-DOYLE,Marlow,1205 South Broks Road,OK,73055.0,(580) 658-5076,(580 )658-5888,http://www.braydoyle.k12.ok.us/,David Wayne Eads,d.eads@braydoyle.k12.ok.us,Cris Sparks
TEXAS,7-C009,OPTIMA,Obptima,107 E c5Th St.,OK,73945.0,(580) 338-612,(580) 338-6721,optimawarriors.com,Rex Hale,oyptima@ptsi.net,Clyde Fischer
TEXAS,70-C080,STRIAGHT,Guymon,"Rural Route 1, Box 89",OK,73942.0,(580) 652-2232,(580) 652-3299,http://www.striaghteagles.com,Steve Baird,steve.baird@straight.k12.ok.us,Kurt Benfer
TEXAS,70-I001,YARBROUGH,Goodwell,8 Mi S On Hwy 95,OK,73939.0,(580) 545-3327,(580) 545-3392,http://www.yarbrough.k12.ok.us,Jim Wiggin,jwiggin@yarbrough.k12.ok.us,James Oswald
TEXAS ***,70-I008,GUYMON ***,Guymon,801 N. Beaver,KO,73942.0,(580) 338-4340,(580) 338-3812,www.guymontigers.com,ouglas Melton,doug.melton@guymontigers.com,Kevin Bruer
TEXAS,70-I015,HARDESTY,Hardesty,5Th And Crawford,KO,73944.0,e(580) 888-4258,(580) 888u-4560,ww.hardesty.k12.ok.us,Greg Farsi,gfaris@hardesty.k12.ok.us,Viril Gibson
TEXAS,70-I023,HOOKER,oHoker,222 N. Swem,OK,73945.0,(580) 652-2162,(580) 652-3118,www.hookerpublicschools.net,Dan Faulkner,dfaulkner@hookerps.k12.ok.us,R E Holbert
TEXAS i,70-tI053,TYRONE,Tyrfone,6T hAnd Beatrice,OK,73951.0,(580) 854-6298,(580) 854-6447,tyrone@twyrone.k12.ok.us,Joshua Bell,jbell@tyrone.k12.ok.us,Tim Lunceford
